currentState,packetSize,interArrivalTime
online video games,[135.4326305],[0.0102719]
online video games,[157.14841638],[0.00097221]
online video games,[89.43698628],[0.00360564]
online video games,[261.96388057],[0.01005752]
online video games,[218.114856],[0.01717764]
online video games,[131.57295878],[0.00382428]
online video games,[196.35267492],[0.00660964]
online video games,[80.6628699],[0.00882963]
online video games,[142.56859565],[0.0112644]
online video games,[122.43814554],[0.00419431]
online video games,[128.32132499],[0.01660082]
online video games,[115.59309371],[0.01606363]
online video games,[81.8529237],[0.00566207]
online video games,[110.76850676],[0.0053472]
online video games,[117.4533849],[0.00261611]
online video games,[115.15085027],[0.01142992]
online video games,[149.52433769],[0.01249763]
online video games,[125.02830389],[0.00168077]
online video games,[61.38072489],[0.01552286]
online video games,[106.01839351],[0.01299636]
online video games,[114.145522],[0.00125385]
online video games,[168.06279774],[0.00428291]
online video games,[98.75507961],[0.02773943]
online video games,[114.23994898],[0.00071776]
online video games,[113.52512248],[0.01171683]
online video games,[135.54413584],[0.00114101]
online video games,[224.97403146],[0.00421806]
online video games,[122.37782948],[0.00893284]
online video games,[113.71786021],[0.0110547]
online video games,[119.52848419],[0.02016623]
online video games,[153.37039012],[0.01135052]
online video games,[69.77360992],[0.00347758]
online video games,[115.22945699],[0.00114364]
online video games,[75.05851678],[0.00799951]
online video games,[116.22963578],[0.00980441]
online video games,[398.00449286],[0.01286741]
online video games,[85.59299164],[0.00164512]
online video games,[129.12825415],[0.00396946]
online video games,[167.59024794],[0.00267045]
online video games,[201.7887143],[0.00292564]
online video games,[59.04840965],[0.00105831]
online video games,[164.65823184],[0.00059793]
online video games,[92.85727642],[0.00145346]
online video games,[112.21296745],[0.02085586]
online video games,[115.56920052],[0.01507051]
online video games,[181.48060551],[0.00429845]
online video games,[242.2120685],[0.00309084]
online video games,[118.53682862],[0.00519081]
online video games,[103.09836463],[0.0295414]
online video games,[142.36963439],[0.00229235]
online video games,[162.74196795],[0.00249904]
online video games,[293.38360285],[0.00274453]
online video games,[53.31900594],[0.0069204]
online video games,[109.36634221],[0.01167581]
online video games,[108.57613096],[0.01301108]
online video games,[114.98628705],[0.00384003]
online video games,[396.09953211],[0.01864713]
online video games,[119.20101275],[0.01068137]
online video games,[46.62654118],[0.00789985]
online video games,[235.99322368],[0.01070799]
online video games,[113.84966872],[0.01793204]
online video games,[131.37496864],[0.01080348]
online video games,[109.47721866],[0.00194401]
online video games,[114.69131215],[0.00038406]
online video games,[83.88829313],[0.00165147]
online video games,[138.02902291],[0.00420599]
online video games,[67.98449398],[0.00703964]
online video games,[117.08945139],[0.00719488]
online video games,[117.4689819],[0.02884158]
online video games,[97.09299821],[0.00328216]
online video games,[135.60201021],[0.00162524]
online video games,[81.3014544],[0.0044882]
online video games,[111.52564535],[0.00177238]
online video games,[220.07290981],[0.0043489]
online video games,[115.26381597],[0.0062343]
online video games,[114.40479677],[0.00197138]
online video games,[114.05570919],[0.00221879]
online video games,[119.80793269],[0.00221074]
online video games,[126.46096628],[0.007948]
online video games,[116.89241766],[0.00616238]
online video games,[155.20090663],[0.01065247]
online video games,[120.27748287],[0.0197298]
online video games,[114.51636255],[0.01162467]
online video games,[114.97419955],[0.05845762]
online video games,[122.56397709],[0.00023484]
online video games,[262.31433106],[0.00684605]
online video games,[521.56717075],[0.00029642]
online video games,[129.24653141],[0.00176889]
online video games,[194.85093808],[0.00207749]
online video games,[114.71282536],[0.02317917]
online video games,[179.86995173],[0.01214217]
online video games,[235.02159865],[0.00178052]
online video games,[370.86388067],[0.00688486]
online video games,[114.99881459],[0.01039347]
online video games,[114.33928458],[0.0111476]
online video games,[125.97151798],[0.00057347]
online video games,[101.83097061],[0.00065392]
online video games,[189.0039462],[0.01095452]
online video games,[110.96291844],[0.0013798]
online video games,[113.12852989],[0.00934245]
online video games,[128.01751196],[0.00122892]
online video games,[647.0517391],[0.02175488]
online video games,[116.6744046],[0.00437698]
online video games,[114.99558732],[0.00352632]
online video games,[116.42649462],[0.0133606]
online video games,[112.37310863],[0.00664795]
online video games,[114.05434643],[0.01560131]
online video games,[75.30091572],[0.0233772]
online video games,[137.89843625],[0.00585385]
online video games,[106.08806404],[0.00077303]
online video games,[107.327496],[0.01477589]
online video games,[114.99935747],[0.00845609]
online video games,[105.45662006],[0.00370732]
online video games,[103.54724421],[0.00224251]
online video games,[1103.04193972],[0.01276253]
online video games,[114.44251834],[0.01392765]
online video games,[49.64239397],[0.00432923]
online video games,[113.11334831],[0.00083095]
online video games,[115.77488393],[0.01767218]
online video games,[96.32499732],[7.7627627e-05]
online video games,[121.47938152],[0.0153082]
online video games,[100.31980635],[0.00287288]
online video games,[99.80930551],[0.00342933]
online video games,[178.26817908],[0.0087371]
online video games,[226.49797347],[7.5410507e-05]
online video games,[84.77743391],[0.0013989]
online video games,[177.68967658],[0.00197769]
online video games,[135.47718215],[0.00416702]
online video games,[116.83332153],[0.01587187]
online video games,[100.76068553],[0.00034206]
online video games,[121.90654271],[0.00604595]
online video games,[124.79268422],[0.00651238]
online video games,[113.72626146],[0.00821458]
online video games,[115.00979337],[0.00047472]
online video games,[130.67733051],[0.00029658]
online video games,[46.02059148],[0.01995436]
online video games,[96.64468342],[0.00855151]
online video games,[285.1461254],[0.01296321]
online video games,[128.68600664],[0.00079385]
online video games,[117.3763456],[0.00701341]
online video games,[115.25066238],[0.00556061]
online video games,[102.60830596],[0.00015118]
online video games,[113.20394106],[0.0012704]
online video games,[115.06727855],[0.00678667]
online video games,[114.89807848],[0.01822509]
online video games,[115.83708611],[0.00904605]
online video games,[143.50615115],[0.00324767]
online video games,[94.59959457],[0.02062701]
online video games,[116.4539656],[0.00020574]
online video games,[84.40047668],[0.02086282]
online video games,[57.64496425],[0.03151313]
online video games,[166.21463406],[0.00219399]
online video games,[231.98894713],[0.01259913]
online video games,[112.66683824],[0.00632295]
online video games,[110.16073755],[0.00445006]
online video games,[135.37137835],[0.00539251]
online video games,[113.56901233],[0.03047021]
online video games,[248.97319971],[0.00429201]
online video games,[108.64343481],[0.00666909]
online video games,[128.26641255],[0.00372231]
online video games,[110.47656417],[0.00234296]
online video games,[147.80398903],[0.00939838]
online video games,[115.00406148],[0.01219182]
online video games,[137.03293575],[0.00329694]
online video games,[111.18529812],[0.02068888]
online video games,[173.59847245],[0.02273347]
online video games,[116.7524129],[0.01318181]
online video games,[120.46819491],[0.01387016]
online video games,[367.85640123],[0.00392578]
online video games,[134.78308933],[0.00392607]
online video games,[132.45921559],[0.01265873]
online video games,[190.14808607],[0.03880209]
online video games,[104.36463268],[8.94503749e-05]
online video games,[102.80187032],[0.00333613]
online video games,[70.10623818],[0.00199713]
online video games,[115.88714964],[0.00704555]
online video games,[96.52090058],[0.0039588]
online video games,[92.23272296],[0.00752428]
online video games,[90.20243199],[0.00237022]
online video games,[116.56232846],[0.0035741]
online video games,[114.88408197],[0.0068027]
online video games,[94.37714905],[0.00146968]
online video games,[82.51776029],[0.00617084]
online video games,[113.27126276],[0.00765522]
online video games,[234.17723169],[0.00998663]
online video games,[135.54154789],[0.0198601]
online video games,[123.87929316],[0.00522435]
online video games,[68.90689163],[0.00735423]
online video games,[129.59716004],[0.00641145]
online video games,[107.41519548],[0.00576224]
online video games,[265.99135651],[0.01295696]
online video games,[108.06847577],[0.00511002]
online video games,[136.74257107],[0.01299941]
online video games,[115.69697984],[0.00093709]
online video games,[126.09763199],[0.01400174]
online video games,[142.06929951],[0.00495133]
online video games,[169.93606018],[7.84881745e-05]
online video games,[123.07054669],[0.00101993]
online video games,[134.18945136],[0.00571493]
online video games,[114.47819036],[0.00537153]
online video games,[89.48700288],[0.00336738]
online video games,[95.6799456],[0.01657712]
online video games,[95.54985877],[0.00654058]
online video games,[184.65692431],[0.00319635]
online video games,[99.68516057],[0.00147708]
online video games,[138.86649068],[0.00088908]
online video games,[115.8313527],[0.00052723]
online video games,[165.50079925],[0.00426703]
online video games,[162.50311563],[0.00262533]
online video games,[133.95901172],[0.00128861]
online video games,[754.34199737],[0.01284865]
online video games,[101.29294241],[0.01017061]
online video games,[124.54668429],[0.00071738]
online video games,[228.97244619],[0.00016248]
online video games,[339.47146816],[0.00055858]
online video games,[114.88007741],[0.00865323]
online video games,[114.86087093],[0.02479983]
online video games,[374.58009422],[0.00167595]
online video games,[105.46654614],[0.00768266]
online video games,[99.11574205],[0.00864543]
online video games,[114.79660632],[0.01465848]
online video games,[86.46918322],[0.00484127]
online video games,[190.6459667],[0.0015983]
online video games,[139.06399015],[0.01024092]
online video games,[139.16797644],[0.00843954]
online video games,[103.77689086],[0.00551169]
online video games,[248.33558256],[0.00077161]
online video games,[115.00192791],[0.00333524]
online video games,[112.20987714],[0.00816793]
online video games,[85.58378897],[0.0110777]
online video games,[106.34392795],[0.0189057]
online video games,[138.51677858],[0.00319849]
online video games,[114.71305791],[0.00077179]
online video games,[85.8242872],[0.00576387]
online video games,[98.73714575],[0.00907874]
online video games,[146.5204],[0.0026801]
online video games,[115.00005867],[0.00088247]
online video games,[90.79581397],[0.00255323]
online video games,[132.86146273],[0.01099482]
online video games,[115.43255418],[0.00478561]
online video games,[117.39592328],[0.00048184]
online video games,[63.32221535],[0.00599244]
online video games,[119.73416441],[0.00305125]
online video games,[110.27627888],[0.00128123]
online video games,[165.46472142],[0.08132675]
online video games,[101.5513063],[0.00948115]
online video games,[113.75576512],[0.00443223]
online video games,[113.9884034],[0.00129276]
online video games,[142.97857571],[0.01053916]
online video games,[153.94180034],[0.01286285]
online video games,[132.13303958],[0.00738922]
online video games,[122.60529917],[0.02596747]
online video games,[82.95917174],[0.00173114]
online video games,[142.5674393],[0.02156996]
online video games,[99.10064589],[0.01349925]
online video games,[270.7854248],[0.00076121]
online video games,[121.80956001],[0.00944004]
online video games,[113.46696463],[0.00484317]
online video games,[102.56454093],[0.01206346]
online video games,[100.6416578],[0.01029475]
online video games,[120.60078575],[0.00276064]
online video games,[115.0047778],[0.00673605]
online video games,[223.43065042],[0.00687128]
online video games,[103.32907676],[0.00047072]
online video games,[115.02456247],[0.04221874]
online video games,[104.56136614],[0.00191786]
online video games,[504.33567372],[0.04317683]
online video games,[146.67034378],[0.00469268]
online video games,[184.57614991],[0.00432737]
online video games,[127.44072862],[0.00584284]
online video games,[105.91323409],[0.0078021]
online video games,[115.48346132],[0.00303622]
online video games,[106.93631059],[0.0026443]
online video games,[116.49137755],[0.02468098]
online video games,[83.88033587],[0.00017742]
online video games,[206.00690541],[0.01980346]
online video games,[78.377835],[0.00830123]
online video games,[179.57391637],[0.01179406]
online video games,[410.69616206],[0.01045162]
online video games,[97.01082576],[0.00262881]
online video games,[120.27827099],[0.00335136]
online video games,[167.37679246],[0.01165364]
online video games,[309.27040968],[0.00020627]
online video games,[120.36524618],[0.01054889]
online video games,[131.59641389],[0.00068773]
online video games,[112.638756],[0.02857079]
online video games,[116.01864372],[0.00246742]
online video games,[117.77245426],[0.00990353]
online video games,[110.31852872],[0.00199243]
online video games,[82.35341902],[0.01807598]
online video games,[116.36272237],[0.00143431]
online video games,[133.15628647],[0.00483934]
online video games,[114.66124776],[0.01225817]
online video games,[130.53506565],[0.00401713]
online video games,[109.88399801],[0.02941167]
online video games,[154.81782018],[0.00018712]
online video games,[88.32860693],[0.00313824]
online video games,[119.85862079],[0.00783936]
online video games,[121.10455773],[0.00317103]
online video games,[1179.44626479],[0.00800091]
online video games,[116.18250765],[0.01669078]
online video games,[140.48340838],[0.00473521]
online video games,[62.45335584],[0.01434017]
online video games,[115.29434442],[0.00633351]
online video games,[113.23819467],[0.00389968]
online video games,[107.96040705],[0.00517206]
online video games,[146.6137478],[0.02434805]
online video games,[468.68941772],[0.00922847]
online video games,[114.54970866],[0.01913297]
online video games,[115.0008289],[0.04576343]
online video games,[127.73431529],[0.04581951]
online video games,[77.17352163],[0.00435405]
online video games,[118.05601391],[0.0095847]
online video games,[115.7632475],[0.00137586]
online video games,[118.75190161],[0.00060764]
online video games,[114.99208255],[0.0102824]
online video games,[251.03281317],[0.01537244]
online video games,[198.44495799],[0.01734935]
online video games,[736.76497898],[0.00028928]
online video games,[116.29675213],[0.03472036]
online video games,[111.6289726],[0.00357369]
online video games,[358.31506128],[0.00173272]
online video games,[105.90461129],[0.0087676]
online video games,[147.20353136],[0.01016213]
online video games,[115.14495608],[0.0090009]
online video games,[115.01565023],[0.00415819]
online video games,[223.34550601],[0.00032222]
online video games,[108.24037241],[0.00269069]
online video games,[107.77279875],[0.00405875]
online video games,[114.08030106],[0.01987767]
online video games,[111.92793801],[0.00101673]
online video games,[171.73530709],[0.00386681]
online video games,[459.40723794],[0.01217703]
online video games,[125.85435672],[0.00667908]
online video games,[115.13553805],[0.00242371]
online video games,[99.70081815],[0.00404307]
online video games,[235.03087621],[0.00887741]
online video games,[115.45315073],[0.00564046]
online video games,[928.10753138],[0.00660649]
online video games,[89.42515633],[0.00668979]
online video games,[121.20718849],[0.00571208]
online video games,[107.54441778],[0.00743647]
online video games,[123.57586146],[0.00863138]
online video games,[102.47752743],[0.00335693]
online video games,[105.97157855],[0.00126167]
online video games,[387.70454382],[0.01041757]
online video games,[259.97287415],[0.00051332]
online video games,[268.03783546],[0.0010824]
online video games,[163.77100958],[0.00345349]
online video games,[114.21569687],[0.0177077]
online video games,[248.72072524],[0.0051157]
online video games,[94.89297219],[0.00040558]
online video games,[104.97038255],[0.01002478]
online video games,[148.22852465],[0.00401181]
online video games,[202.80254922],[0.00328389]
online video games,[1475.04954241],[0.00139579]
online video games,[114.66349181],[0.00635222]
online video games,[133.867959],[0.00153972]
online video games,[114.9977686],[0.01045048]
online video games,[104.01288044],[5.17051887e-05]
online video games,[239.89191481],[0.00526557]
online video games,[106.08532393],[0.00758603]
online video games,[115.75174486],[0.00660038]
online video games,[242.6471084],[0.00120483]
online video games,[49.14230682],[0.00874319]
online video games,[129.69810718],[0.01907081]
online video games,[159.13462461],[0.00203386]
online video games,[105.24280655],[0.03032127]
online video games,[115.93132223],[0.0098779]
online video games,[115.00536204],[0.00547199]
online video games,[163.06448374],[0.00072229]
online video games,[188.07662883],[0.00956447]
online video games,[126.94608643],[0.00081986]
online video games,[115.58258384],[0.00144747]
online video games,[136.01133464],[0.00176972]
online video games,[70.75158975],[0.00732238]
online video games,[154.07383438],[0.00855678]
online video games,[114.62812968],[0.00346114]
online video games,[268.7154257],[0.0166469]
online video games,[89.46916987],[0.00207218]
online video games,[92.54005781],[0.01684751]
online video games,[180.40326098],[0.0062098]
online video games,[126.41436643],[0.01461578]
online video games,[115.53161286],[0.01512699]
online video games,[182.42746532],[0.00431062]
online video games,[150.22278457],[0.00134787]
online video games,[123.89715175],[0.01478469]
online video games,[114.48524793],[0.00017574]
online video games,[115.9457459],[0.00969573]
online video games,[114.78307346],[0.02029566]
online video games,[123.40314081],[0.0121318]
online video games,[378.26648764],[0.00762952]
online video games,[141.56768346],[0.00486935]
online video games,[95.14965523],[0.00572793]
online video games,[175.26182477],[0.00765981]
online video games,[114.79018795],[0.00435287]
online video games,[114.34475179],[0.0069867]
online video games,[78.31784238],[0.00515616]
online video games,[133.13532276],[0.01698023]
online video games,[135.28519822],[0.00820074]
online video games,[204.79081693],[0.00740343]
online video games,[114.61010556],[0.01150514]
online video games,[118.55175582],[0.008358]
online video games,[74.69840044],[0.01179618]
online video games,[114.32824535],[0.00223277]
online video games,[115.00101333],[0.01361537]
online video games,[115.87838472],[0.02924064]
online video games,[238.71553493],[0.0066007]
online video games,[106.41035274],[0.01903567]
online video games,[115.08374507],[0.00270297]
online video games,[154.52534447],[0.00790445]
online video games,[98.4753639],[0.00197473]
online video games,[112.21538016],[0.00462794]
online video games,[113.9718579],[0.00102204]
online video games,[87.30085104],[0.01386296]
online video games,[100.8779656],[0.00226819]
online video games,[151.50627061],[0.0037278]
online video games,[109.33692855],[0.00611671]
online video games,[118.93820747],[0.01194392]
online video games,[102.46802665],[0.01331995]
online video games,[152.73428858],[0.00821246]
online video games,[114.5267301],[0.01150909]
online video games,[384.56592292],[0.00100195]
online video games,[114.46349694],[0.01315464]
online video games,[187.24624649],[0.00465111]
online video games,[114.95642715],[0.00561517]
online video games,[114.9979602],[0.00248178]
online video games,[59.96891341],[0.02362185]
online video games,[116.28753025],[0.00747003]
online video games,[110.38392312],[0.0024899]
online video games,[116.55494088],[0.01157061]
online video games,[181.05663478],[0.02711187]
online video games,[115.70363774],[0.00667217]
online video games,[119.02542319],[0.00042396]
online video games,[134.95386515],[0.03463184]
online video games,[169.23586641],[0.00167811]
online video games,[92.31833344],[0.0165975]
online video games,[125.97270153],[0.00755515]
online video games,[82.7766091],[0.01356494]
online video games,[45.10376253],[0.01201623]
online video games,[121.82921038],[0.01295304]
online video games,[119.79188566],[0.01049004]
online video games,[117.03288864],[0.0011411]
online video games,[120.10900703],[0.01533869]
online video games,[103.42147101],[0.01128785]
online video games,[130.05888438],[0.00277313]
online video games,[124.3504136],[0.00499842]
online video games,[137.93954995],[0.00175327]
online video games,[112.49934485],[8.9616233e-05]
online video games,[112.61212876],[0.01553127]
online video games,[133.92638874],[0.0213841]
online video games,[103.45145809],[0.02432235]
online video games,[128.42995481],[0.00675246]
online video games,[117.87989046],[0.00764905]
online video games,[114.99704324],[0.00636582]
online video games,[121.58374095],[0.00258307]
online video games,[81.50303404],[0.00284318]
online video games,[115.12871527],[0.00083011]
online video games,[146.165445],[0.00021784]
online video games,[112.94813316],[0.00089372]
online video games,[83.24412551],[0.00358802]
online video games,[99.59625693],[1.02592695e-05]
online video games,[164.35506013],[0.00537768]
online video games,[130.24086453],[0.00852917]
online video games,[117.26806437],[0.00390361]
online video games,[96.22784964],[0.00153505]
online video games,[83.94613461],[0.01262175]
online video games,[157.57228823],[0.00845137]
online video games,[93.42379817],[0.00635711]
online video games,[114.96414439],[0.02410469]
online video games,[1234.49676979],[0.0010485]
online video games,[174.67255604],[0.00607168]
online video games,[209.94847028],[0.00103019]
online video games,[109.92116351],[0.00327474]
online video games,[112.52916407],[0.00249636]
online video games,[109.42457567],[0.00903071]
online video games,[127.41110943],[0.01396154]
online video games,[113.76055983],[0.00103315]
online video games,[108.79899065],[0.0012945]
online video games,[579.67868487],[0.00190312]
online video games,[121.02375291],[0.00317888]
online video games,[166.21221847],[0.02664531]
online video games,[146.44338566],[0.00370807]
online video games,[90.16103925],[0.00563943]
online video games,[131.16454759],[0.03482302]
online video games,[115.43429157],[0.00130393]
online video games,[147.93429795],[0.00572579]
online video games,[108.98167059],[0.02617282]
online video games,[92.42749929],[0.00397601]
online video games,[131.96314148],[0.00279368]
online video games,[87.3874672],[0.0106804]
online video games,[119.69635825],[0.00225045]
online video games,[114.99697513],[0.01128243]
online video games,[109.50471293],[0.00648645]
online video games,[130.59683479],[0.00165877]
online video games,[171.67417195],[0.00759691]
online video games,[126.62047271],[0.00643379]
online video games,[176.17800708],[0.01859494]
online video games,[474.44562756],[0.00801723]
online video games,[115.83480443],[0.00442867]
online video games,[129.07656598],[0.00037373]
online video games,[124.65082807],[0.00289588]
online video games,[112.20964532],[0.00646729]
online video games,[127.24327246],[0.01014995]
online video games,[170.88295876],[0.00117739]
online video games,[115.00878888],[0.00436901]
online video games,[129.47464317],[0.00026412]
online video games,[111.93664948],[0.02115277]
online video games,[131.64923686],[0.01162025]
online video games,[126.32635137],[0.00155706]
online video games,[114.53211316],[0.00859521]
online video games,[129.92786803],[0.0087482]
online video games,[114.05830859],[0.03654869]
online video games,[114.00030566],[0.00253968]
online video games,[103.70175495],[0.00077407]
online video games,[115.30235261],[0.00299827]
online video games,[195.57292676],[0.01606141]
online video games,[116.50385517],[0.02497958]
online video games,[312.51195342],[0.00961529]
online video games,[116.8263898],[0.01458606]
online video games,[115.07591607],[0.01028068]
online video games,[114.22296669],[0.00470363]
online video games,[162.94994111],[0.00475714]
online video games,[176.6461459],[0.00855391]
online video games,[104.74982302],[0.0260002]
online video games,[475.92118781],[0.0162251]
online video games,[110.29491005],[0.00055308]
online video games,[106.0710693],[0.00057488]
online video games,[118.47459349],[0.00168174]
online video games,[158.50353304],[0.00801388]
online video games,[103.64024145],[0.000589]
online video games,[69.8439071],[0.0024975]
online video games,[125.30245815],[0.0038495]
online video games,[119.84030754],[0.02765712]
online video games,[105.73207978],[0.00143557]
online video games,[114.99552779],[0.00096598]
online video games,[112.01403454],[0.02542063]
online video games,[112.22344904],[0.00724702]
online video games,[184.90820686],[0.01118925]
online video games,[123.68335757],[0.01297835]
online video games,[102.61770828],[0.00638339]
online video games,[96.36990707],[0.01303467]
online video games,[113.74357999],[0.03317668]
online video games,[76.06421422],[0.00738217]
online video games,[95.91038119],[0.00737351]
online video games,[58.71557917],[0.00270237]
online video games,[117.51115304],[0.00151886]
online video games,[114.43591086],[0.0065919]
online video games,[72.40939679],[0.01185123]
online video games,[115.05797094],[0.0036118]
online video games,[107.66111739],[0.00259795]
online video games,[134.99215115],[0.00179248]
online video games,[69.35291193],[0.01448981]
online video games,[138.66884816],[0.00341496]
online video games,[51.48881913],[0.01443678]
online video games,[946.21172322],[0.00301498]
online video games,[119.67793974],[0.01056792]
online video games,[623.75540219],[0.00118226]
online video games,[113.45125957],[0.00546438]
online video games,[57.71739266],[0.00293469]
online video games,[120.24302841],[0.00328502]
online video games,[111.14675514],[0.00249431]
online video games,[114.82151155],[0.00501517]
online video games,[174.7853981],[0.00821974]
online video games,[109.61204938],[0.00064223]
online video games,[121.61389113],[0.00139982]
online video games,[113.58074406],[0.00021968]
online video games,[119.69579959],[0.01676628]
online video games,[114.99985042],[0.01466271]
online video games,[86.73632001],[0.03879338]
online video games,[74.26762245],[0.00643228]
online video games,[106.34050608],[0.00166682]
online video games,[112.17894877],[0.00775947]
online video games,[98.92664938],[0.00119876]
online video games,[128.79929519],[0.00037917]
online video games,[107.5063924],[0.00559565]
online video games,[118.48366346],[0.00537409]
online video games,[107.04426924],[0.00806529]
online video games,[119.42949207],[0.00485628]
online video games,[101.26953264],[0.00424412]
online video games,[76.44110493],[0.01125345]
online video games,[106.83075144],[0.0167471]
online video games,[106.42526722],[0.0052559]
online video games,[115.225129],[0.00410541]
online video games,[121.56157182],[0.00031979]
online video games,[59.67581944],[0.03260376]
online video games,[291.31459892],[0.01300267]
online video games,[111.75998194],[0.00078793]
online video games,[83.17346961],[0.00594456]
online video games,[146.24958859],[0.00125074]
online video games,[81.94564156],[0.00993702]
online video games,[115.31078301],[0.00146489]
online video games,[87.62108958],[0.01737949]
online video games,[114.45085748],[0.00341005]
online video games,[111.07864761],[0.01126232]
online video games,[321.69983253],[0.00507865]
online video games,[112.41115923],[0.00447787]
online video games,[115.15030133],[0.00743809]
online video games,[90.39224858],[0.00040518]
online video games,[67.3033684],[0.00333072]
online video games,[339.12899359],[0.0222437]
online video games,[232.46183371],[0.01381185]
online video games,[595.05913694],[0.01076757]
online video games,[130.28493252],[0.00011691]
online video games,[114.94916248],[0.01190199]
online video games,[123.38923719],[0.00487814]
online video games,[46.06652936],[0.0005736]
online video games,[115.24189539],[0.00181851]
online video games,[175.83015199],[0.00261993]
online video games,[394.75498374],[0.02425331]
online video games,[115.79874918],[0.03531936]
online video games,[211.86575669],[0.00967709]
online video games,[133.34297223],[0.02467264]
online video games,[105.54110842],[0.0074746]
online video games,[228.50989247],[0.00015356]
online video games,[81.59066213],[0.02499612]
online video games,[112.82925339],[0.00476246]
online video games,[125.76687869],[0.04797533]
online video games,[101.40483813],[0.00837841]
online video games,[109.60599594],[0.00496135]
online video games,[114.94209662],[0.01469905]
online video games,[114.26804364],[0.00544552]
online video games,[94.58355086],[0.00948419]
online video games,[113.70346168],[0.00789853]
online video games,[316.53587861],[0.00215254]
online video games,[114.99519887],[0.00010866]
online video games,[115.01772544],[0.00089271]
online video games,[115.45705945],[0.04151775]
online video games,[57.72801001],[0.01375319]
online video games,[115.96560244],[0.00404262]
online video games,[106.73918176],[0.01620224]
online video games,[135.068548],[0.00146744]
online video games,[126.79494242],[0.00387418]
online video games,[144.21511948],[0.00048682]
online video games,[48.67355908],[0.0018756]
online video games,[145.78900045],[0.02003265]
online video games,[115.21421288],[0.00565607]
online video games,[307.92281581],[0.00346758]
online video games,[134.22889117],[0.03061734]
online video games,[109.59612236],[0.00676373]
online video games,[111.92593149],[0.00159468]
online video games,[115.68257246],[0.00833551]
online video games,[115.00001017],[0.00156773]
online video games,[44.89523005],[0.00172011]
online video games,[159.65923584],[0.00309394]
online video games,[115.16954458],[0.06085109]
online video games,[88.23848694],[0.00802999]
online video games,[115.03044429],[0.00491706]
online video games,[71.58036089],[0.02539542]
online video games,[117.88377634],[0.00721341]
online video games,[92.3542498],[0.01017804]
online video games,[114.91784054],[0.02438328]
online video games,[114.02500869],[0.0044093]
online video games,[127.94708369],[0.00368297]
online video games,[111.3561485],[0.00052714]
online video games,[171.39032704],[0.01489395]
online video games,[257.32761903],[0.00470324]
online video games,[134.3775053],[0.00195971]
online video games,[181.9773327],[0.01061318]
online video games,[119.8069451],[0.00841834]
online video games,[106.86547311],[0.00065531]
online video games,[115.05581346],[0.00503265]
online video games,[115.22084194],[0.00533829]
online video games,[118.43014815],[0.00768037]
online video games,[131.93455439],[0.01315253]
online video games,[57.19728232],[0.02694431]
online video games,[116.59943138],[0.00222753]
online video games,[79.11571448],[0.0003749]
online video games,[442.64070045],[0.0066443]
online video games,[52.74292619],[0.00127917]
online video games,[152.26304125],[0.00316228]
online video games,[131.11653944],[0.00290536]
online video games,[959.61848991],[0.00238924]
online video games,[114.99384097],[0.0047362]
online video games,[119.60173752],[0.00076073]
online video games,[115.36950016],[0.00057779]
online video games,[303.47056007],[0.00188559]
online video games,[114.40686557],[0.00605714]
online video games,[215.22456802],[0.00583253]
online video games,[103.1344177],[0.00279103]
online video games,[147.03162602],[0.01333616]
online video games,[70.14661769],[0.01276347]
online video games,[126.59474066],[0.00450391]
online video games,[107.48096337],[0.00650485]
online video games,[125.22127639],[0.00492661]
online video games,[347.52174831],[0.00323657]
online video games,[195.61117409],[0.00683024]
online video games,[120.53350199],[0.00552905]
online video games,[76.57771944],[0.00395312]
online video games,[156.15164198],[0.0073493]
online video games,[202.46204254],[0.0063157]
online video games,[118.73391006],[0.01307226]
online video games,[114.91867204],[0.00518779]
online video games,[504.13932739],[0.00117109]
online video games,[47.66456698],[0.00522731]
online video games,[114.7567598],[0.0022714]
online video games,[121.84968129],[0.00872101]
online video games,[197.86508492],[0.00052301]
online video games,[114.89727964],[0.02004524]
online video games,[267.44009652],[0.00198694]
online video games,[127.0366432],[0.0163369]
online video games,[174.34187136],[0.00751839]
online video games,[87.42651809],[0.01685071]
online video games,[77.51225881],[0.00034195]
online video games,[119.33359173],[0.00096168]
online video games,[108.90502124],[0.0023401]
online video games,[111.47460284],[0.01237312]
online video games,[114.90812246],[0.00687614]
online video games,[112.65860126],[0.00714391]
online video games,[112.93872297],[0.00263625]
online video games,[113.05071892],[0.02303587]
online video games,[90.0782072],[0.00036257]
online video games,[115.20380943],[0.00186262]
online video games,[226.80573061],[0.01986537]
online video games,[114.95544427],[0.00335092]
online video games,[104.07467342],[0.01950369]
online video games,[203.78160655],[0.00083854]
online video games,[67.47631939],[0.00610944]
online video games,[136.7924387],[0.00404127]
online video games,[396.47455763],[0.00938906]
online video games,[114.34985108],[0.00160399]
online video games,[115.09231706],[0.00813052]
online video games,[121.55855314],[0.00021341]
online video games,[114.44525704],[0.01168705]
online video games,[116.30083578],[0.01383476]
online video games,[126.04237483],[0.01173369]
online video games,[129.85077997],[0.00019305]
online video games,[143.99544653],[0.00521384]
online video games,[100.02180582],[0.00035754]
online video games,[102.02409027],[0.01684205]
online video games,[100.00623975],[0.02044069]
online video games,[151.34766312],[0.02155741]
online video games,[117.24983001],[0.00729614]
online video games,[112.87417347],[0.0009301]
online video games,[125.27099778],[0.00926402]
